REAL NEWS,
,NEWSEXAMINER,,NYTPOLITICAL,,THEGUARDIAN,
,0.40192550505050506,0.14717487373737373,0.4192460317460318,0.10121527777777777,0.423931623931624,-0.02115384615384615
,0.3825164083228599,0.012329807289484709,0.4332012888177271,0.08850081045286526,0.32691438191438194,-0.027469336219336223
,0.3813718987106083,0.019666713215100308,0.37317370129870125,0.10131222943722942,0.29901089347810655,0.0015881886783526103
,0.41693376068376053,0.054449023199023214,0.537976402682285,0.2087306892453951,0.3687270583822308,-0.015882096830372693
,0.4304306984501789,0.09073995989580406,0.3878625287075989,0.08489553482511229,0.39910353535353527,0.0924467893217893
,0.44969813969813965,0.12457353457353457,0.42481532073368794,0.051670863150455014,0.4249834656084656,-0.08673941798941798
,0.3326774235865145,0.19659254886527613,0.38260909090909084,0.11585050505050504,0.35954506802721087,0.05612244897959183
,0.28236363636363637,0.03457575757575757,0.37245431846555443,0.07974706940999075,0.35478718812052146,-0.0004014504014504045
,0.40409417066951314,0.011440579967977219,0.4565275318116227,0.016545938278892832,0.40982189083947884,0.07543529334986622
,0.33373297709235217,-0.027709573412698415,0.44891943781841764,0.14552930618134696,0.44362517632180554,0.10142504499246076
,0.3528849097030915,-0.03474900520355067,0.4436935347261435,0.0763869282891022,0.4118794326241136,0.09574468085106379
,0.4573722573722574,0.160191428941429,0.4496311200536552,0.019463447350771306,0.4195450537117204,0.05882956549623218
,0.34403591306652526,0.13266145419206646,0.35798298424197705,0.0350196965304879,0.3505266955266956,0.024029972704671502
,0.38296296296296295,0.0838888888888889,0.3849901324166028,0.10756461675579325,0.43717580113806537,0.05670886765226388
,0.4530285539376449,0.09296821024093754,0.26862756496377177,0.021512072697417516,0.32861570247933886,0.050017217630854004
,0.36720779220779215,-0.005512265512265498,0.4018087026609755,0.15888028007346186,0.4703669612174768,0.03640279823269515
,0.5175000000000001,0.057499999999999996,0.3483680555555555,0.09086185515873015,0.4439090454999544,0.06715953238680511
,0.4718465264893837,0.06018415446986875,0.39874958374958375,0.10645877378435517,0.41699298176570904,0.07865218745900564
,0.38170640834575265,0.0758604783194947,0.44447849025974034,0.03514339826839827,0.41296505426940205,0.10459603801995106
,0.37437976733751377,0.16160549153506903,0.39386030636030633,0.12193327505827505,0.3598484848484848,0.04664502164502165
,0.2602564102564103,-0.015384615384615385,0.39741105248917763,0.03232041396103896,0.45888888888888885,0.0007037037037036984
,0.42005012531328323,0.18703007518796994,0.42163471449185724,0.04098455399475809,0.4058390022675736,-0.012307256235827665
,0.4732165404040403,0.1209280303030303,0.3659245516388373,-0.004066171923314786,0.3946341463414635,0.044715447154471545
,0.4850649350649351,0.11046657046657048,0.48643076025098514,0.10542013230215476,0.4279151205936921,0.11366488009345152
,0.4381010566494439,0.1406699483312387,0.46267817548305357,0.1053888184985746,0.44025814871403096,0.05418412061794413
,0.4061188811188811,-0.13822843822843825,0.29811303511303505,0.049793169793169806,0.3988478574565531,0.037881673881673884
,0.4343822843822843,0.13707750582750586,0.3542486722899093,0.06581927522649174,0.3953274985883681,0.02086274233013364
,0.4034004329004329,0.09856854256854257,0.48598579782790313,-0.014306599832915627,0.4593355634264724,0.2044247671520399
,0.3986398071625344,0.11121937721369539,0.34230983302411866,0.054718271146842586,0.3419614209320092,0.04743506493506492
,0.36081380305518224,0.1533506244713141,0.4045029375386517,0.041178687384044524,0.41450683730885085,-0.08202376110094234
,,,0.5365903427516332,0.07997671026703286,0.4133333333333333,0.05000000000000001
,,,0.37820006790595023,0.06544917500799859,0.42708730158730146,0.024888888888888884
,,,0.3850490196078431,0.03662544563279858,0.3203125,0.03645833333333333
,,,0.37819426406926404,0.01612554112554113,0.43834654046518445,0.07317668207498716
,,,0.3255658143939394,0.10326349431818178,0.29079670329670326,0.026373626373626367
,,,0.3119881741634987,-0.04500904939216627,0.36212671509281685,0.04759887005649717
,,,0.3717656153370439,0.07993011750154608,0.43353741496598636,0.023333333333333345
,,,0.4573256711989106,0.08942976038046462,0.43707856341189666,0.15060381593714928
,,,0.43731926803355375,0.049286745001030696,0.4238378495027432,0.07510669000030704
,,,0.4058180462876595,0.046307590506485544,0.3716523702634813,0.09495066404788631
,,,0.4619937823614293,0.11220653223410577,0.4634093915343916,0.008994708994709003
,,,0.3084469696969697,-0.028674242424242425,0.4125051888750517,0.09753009547530096
,,,0.44508731381612726,0.11861921270819574,0.35214866434378633,0.04080284552845528
,,,0.32878930750217883,0.10146800394325146,0.4668430961399712,0.07781520562770561
,,,0.3481347084288262,0.10804685510567866,0.4145685093960955,0.05129766465973362
,,,0.4104090007215008,0.025433601891935227,0.4880062067562068,0.08256384818884817
,,,0.3817147667147666,-0.007471139971139958,0.49087662337662324,0.1307539682539682
,,,0.38365991851285963,0.14937738731856381,0.4489170125587451,0.09905159582324936
,,,0.3985127967270824,0.1351453705025134,0.4515733088460362,0.11287266605448423
,,,0.3960714285714286,-0.021256157635467985,0.3230099687546496,0.022936814958091557
,,,0.4095467277820218,0.12956709956709953,0.423461099086099,0.03428601491101491
,,,0.42851422387136673,0.08063079777365494,0.37234126984126975,0.10956439393939395
,,,0.42463768115942035,0.05719461697722565,0.26363636363636367,0.1590909090909091
,,,0.4053280423280423,0.041735449735449744,0.4090089466089466,0.07482871572871572
,,,0.36810149585378954,0.026121238598302822,0.4466253443526171,0.10647382920110195
,,,0.3773831288087487,0.03210222055263378,0.4213812350440258,0.04731382958127144
,,,0.34353146853146854,0.02149864024864024,0.3689699792960663,0.052717391304347834
,,,0.4770466906830542,0.15484963269054178,0.44708340013895576,0.08105065202287423
,,,0.40562072336265886,0.07794069729553602,0.4077761544011544,0.09381836219336218
,,,0.31531260268884015,0.027038775306102027,0.3646451033243485,0.07182839173405212
,,,0.3416198282591725,0.08219945355191259,0.3749130467233915,0.016643715479922373
,,,0.4872877422877423,0.200775662025662,0.4815565031982943,-0.05438284766642974
,,,0.40470006184291896,0.05061069882498455,0.46504526977087945,-0.08366900714461693
,,,0.44044261531441026,0.08612581862581863,0.4071690590111642,0.04140882509303562
,,,0.4132965263400047,0.0941482631700023,0.3632261555648653,0.051431364334590134
,,,0.4128652011768894,0.08763249376885741,0.30180526756157017,0.06283149623485755
,,,0.44313817902527575,0.09238714914118144,0.4250257201646091,0.12962962962962962
,,,0.30329903147699755,0.007778450363196121,0.36305821371610847,0.08001395534290272
,,,0.4174775805589759,0.061037315397780526,0.4178609402293613,0.060234639629376474
,,,0.3793734968734968,0.10211760461760461,0.45126713564213566,0.06612666847041847
,,,0.5030379475022329,0.07391525802240088,0.31687590187590187,0.05184317666460524
,,,0.40335358830771667,0.07786736963342468,0.4797339383348556,0.06797380753802773
,,,0.44651187872837356,0.11382101575400536,0.438403050437934,0.05562418201953086
,,,0.3009009009009009,0.024324324324324322,0.40414141414141413,0.042777685277685266
,,,0.32115514905149056,0.023749032133178482,0.3386196145124716,0.05781604308390023
,,,0.4087663989954066,0.030381101087207967,0.3747192050373868,0.09420493900039359
,,,0.34752886002886013,-0.08945165945165948,0.28712121212121217,0.15159932659932662
,,,0.49585616719139464,0.1167857552800735,0.3430264627845272,0.03427535725922823
,,,0.2939361702127659,0.008634751773049643,0.32759856630824374,0.013933691756272402
,,,0.35055781697572735,0.07728591889039652,0.4643647736444348,0.08698874336586206
,,,0.389354108600684,0.15892750894463223,0.3504763678944008,0.08205385234073756
,,,0.4315346727645114,0.03349377996555417,0.3590909090909092,-0.06354723707664885
,,,0.4389455782312925,-0.03494897959183673,0.42436988936988945,0.03470117845117846
,,,0.4420505050505049,0.06344372294372294,0.40991957389016215,0.03370469399881165
,,,0.38492965367965376,0.1517493574134199,0.5106679035250464,-0.013126159554730982
,,,0.32584848484848483,0.12578787878787878,0.36515902768480074,0.07946737254726947
,,,0.4156183368869937,0.04801291163231459,0.43862088796871396,-0.011417644352426959
,,,0.33119960912929675,0.09207440851972103,0.39230306078897625,0.06841274922260838
,,,0.4432173778602351,0.13793249550902606,0.36075181966726094,0.05227681224004755
,,,0.4213029100529099,0.09518298059964728,0.4241456228956229,0.12450757575757576
,,,0.41233237547892715,0.019204980842911862,0.2518193013882668,0.06615539632781012
,,,0.3871360544217686,0.09874149659863947,0.4653286964358395,0.08842791005291006
,,,0.4304178814382896,0.13006559766763848,0.5273015873015873,-0.09428571428571429
,,,0.4402023003964752,0.10323677131929562,0.32395629484670585,0.05587084148727984
,,,0.3465984015984016,0.04406468531468532,0.4168559821820691,0.08433987165353628
,,,0.4414420566206281,0.09872277193705768,0.3948509485094851,0.026693766937669373
,,,0.38198942407803166,0.0557722340950189,0.3344692205069564,0.0482694873260911
,,,0.3355185185185185,0.02522222222222222,0.4509888568221903,-0.027763748597081927
,,,0.44519594440647065,0.02002369560264298,0.40277777777777773,0.06458333333333334
,,,0.30351269706409895,0.08317612034901754,0.5246826181065309,0.06990142104272538
,,,0.38263663419913435,0.05638302669552671,0.4114134542705971,0.0303817082388511
,,,0.4144082633053221,0.08173382989559459,0.4571272025629821,0.07384094880654511
,,,0.22383838383838384,0.04770053475935829,0.4653387321490771,-0.010386500472707363
,,,0.3845337612578991,0.10624844504154848,0.2999766332152696,-0.004285960251869342
,,,0.4443898919508675,0.06407674304015769,0.37731134878193706,0.18048425430778373
,,,0.3469953818791028,0.10929308740355255,0.3988325107489374,0.045802882676081506
,,,0.3148779085497836,0.013104369588744587,0.4346108938850874,0.0161525974025974
,,,0.2689019518493202,0.09343073593073592,0.337005772005772,0.054525082760376875
,,,0.4405872339466089,0.1580963090728716,0.2702828282828283,0.06148484848484848
,,,0.3930595638928972,0.0836960878627545,0.3163253413253413,0.0019397269397269422
,,,0.3764257077401407,0.060055637375224985,0.4516907451522834,0.05203055491517032
,,,0.3184337797619048,0.13197544642857142,0.42060072777464075,0.07155452035886817
,,,0.4490925058548008,0.096692037470726,0.29358730158730156,0.015555555555555552
,,,0.44777585765488986,0.09571492575524833,0.31301884390119683,0.06304430863254394
,,,0.3778321480107194,0.001594258915687488,0.34449521671743893,0.04505638394527283
,,,0.44524596615505707,0.14700200052472778,0.3942600957818351,0.132236103268712
,,,0.5761904761904763,0.11071428571428574,0.47003010010822516,0.09434608360389608
,,,0.27557870370370363,0.05682043650793649,0.4222848579991436,0.04930188858760288
,,,0.4765323691460056,0.1832128099173554,0.3694251484949159,0.10326940501359103
,,,0.3681944444444443,0.048888888888888905,0.35359685057671647,0.013298250966036195
,,,0.4217242851045669,0.09149213462593743,0.5150812506781608,0.10905096308186198
,,,0.4443548387096773,0.07479838709677418,0.42851926601926604,0.07767150267150265
,,,0.40795023213501497,0.0841505113244244,0.348280679131743,0.10610358908231249
,,,0.3786299286299286,0.06893646893646893,0.5277939363876863,0.16859405062530056
,,,0.4452492734182874,0.06983568075117369,0.4115839243498817,0.12554035798716656
,,,0.4913860830527497,0.12908249158249158,0.36080879214682016,0.07472151088348275
,,,0.37754724949846913,0.08885215394361735,0.42354455888938647,-0.008319939957871003
,,,0.36694209956709944,0.04512973484848485,0.5122342815914245,0.07496056225520509
,,,0.332634078884079,0.0024945887445887455,0.34715284715284717,0.013121739371739384
,,,0.37718897454746503,0.08148278608184271,0.4430695847362513,0.13437149270482604
,,,0.39663139329805974,0.06877384960718293,0.49805789659513056,0.07871849190998129
,,,0.5824046920821114,0.09794721407624633,0.24183333333333326,-0.0058333333333333345
,,,0.416217627401838,0.15517961570593145,0.31800766283524906,0.06934865900383141
,,,0.394858323494687,0.05944018103109011,0.4191287878787879,0.1134469696969697
,,,0.42050092764378466,0.05125231910946196,0.5112211628034415,0.10646610773193049
,,,0.4271340388007058,0.06328924162257496,0.3204143895320365,-0.019463940879382056
,,,0.3932765151515151,0.10499064303751805,0.4085758377425044,0.16318342151675483
,,,0.432125,-0.02729166666666667,0.32609819121447026,-0.004102067183462536
,,,0.4225074794315633,0.12082086761406133,0.4518290043290042,0.030257034632034625
,,,0.41263167388167393,0.018970057720057717,0.42210135206228966,0.08125381418350171
,,,0.25280612244897954,-0.01779336734693877,0.3895218855218855,0.08504545454545455
,,,0.317270479975398,0.011680623565869469,0.407231253773807,0.06586705453726732
,,,0.43275959595959584,-0.06703989898989898,0.4642857142857143,0.08779040404040402
,,,0.3967933947772657,0.12723694316436254,0.34158249158249165,0.1424304640608989
,,,0.3751488960050603,0.04258223131510803,0.3272222222222222,0.15819444444444444
,,,0.4556937366431036,0.1265520028494712,0.3258537179019106,0.11575209930631618
,,,0.3998822046898969,0.03823005698005698,0.2536764705882353,0.008088235294117644
,,,0.33130155101308945,0.10203962703962707,0.41486425097536195,0.07946956335845226
,,,0.3589204287775716,0.09960152545866831,0.434281994047619,0.012927827380952377
,,,0.4073605371900826,0.06378824773711135,0.32189489432136487,-0.033629360835243205
,,,0.34092261904761906,0.032131410256410246,0.4075086502505856,0.1188020760601406
,,,0.4705808080808081,0.1184659090909091,0.3338176850471934,0.07095131644311975
,,,0.41138306138306147,0.002376708259061201,0.38768081511983943,0.06962547953401613
,,,0.496663492063492,0.09693174603174604,0.4035059239006607,0.128329346092504
,,,0.37963246324632466,0.03067356735673567,0.4186539035676967,0.13170249290938943
,,,0.42004659182625287,0.0010426296866974834,0.44793891293891297,0.11530303030303032
,,,0.34956539074960125,0.04544856459330143,0.464368686868687,0.16434343434343435
,,,0.4217765687765686,0.07548314223314223,0.362637741046832,0.09276859504132232
,,,0.3892035537322421,0.0682210207824962,0.4510078923344229,0.10079880437023295
,,,0.4376488587170406,0.08715190869736328,0.3457656926406927,0.027015692640692646
,,,0.4559469696969697,-0.02818181818181818,0.4140793742340134,-0.012550154599123677
,,,0.425930550930551,0.09029697154697156,0.38358379209443033,0.09449548678272081
,,,0.427854872400327,0.017900168013804375,0.32996968918021546,0.03421748816485659
,,,0.43149131027702453,0.0646082251082251,0.4463809523809524,0.08442857142857145
,,,0.5033264539078494,0.14337519715426691,0.42948853026058936,0.10133278690263987
,,,0.5240857555143269,0.1273345701917131,0.35983411120129866,0.057272219967532456
,,,0.33942288089077083,0.05468968085940564,0.4475087271005639,0.15444392908678622
,,,0.3397849462365591,-0.1100806451612903,0.41642330332806515,0.018574635241301908
,,,0.4929898989898988,0.1574513788680455,0.3865042844672473,0.06225669392336059
,,,0.36016139657444,0.015504423113118764,0.48552341597796145,0.018785091171454806
,,,0.4531186640363854,0.0557459769485086,0.4801767676767678,0.00039026629935720337
,,,0.44817749867091977,0.055109838991417935,0.2086,0.0492
,,,0.3948728354978354,0.1699945887445887,0.43390079365079354,0.047335978835978836
,,,0.38672135007849284,0.07493027210884352,0.3124143217893217,0.08689724627224628
,,,0.3170142988324805,0.020274170274170278,0.42960243460243464,-0.041827246827246825
,,,0.4293021346469621,0.10802339901477832,0.29080128527802956,0.05946676062955134
,,,0.39178622964337245,0.07656307977736547,0.4243939393939393,0.004943181818181819
,,,0.4452283607045511,0.05962733915114867,0.4339250802960479,-0.02497800586510265
,,,0.3867080165399494,0.06552542229012819,0.30151515151515146,0.04385198135198135
,,,0.41242135315664735,0.08752046972635208,0.414050277208172,-0.03526382243487507
,,,0.4338410364145659,0.10557677616501143,0.3648508898508899,-0.07996632996632995
,,,0.39783783783783777,0.09405405405405405,0.41676429953025695,0.0891814037026803
,,,0.42406166932482725,0.1153504974557606,0.41359767025089605,0.0363778918214402
,,,0.3720966923701299,0.12473856872294373,0.3215650553150553,0.07211171236171235
,,,0.3923872875092386,0.025813008130081295,0.42743043993044,0.04720227688977689
,,,0.4083935053661615,0.030885022095959603,0.48359357696567007,0.09617109634551495
,,,0.38172911656244984,0.11170418470418468,0.40937721369539565,0.13651121605667058
,,,0.37641500544909623,-0.018576101928374666,0.43706282090003024,0.12527609986912316
,,,0.38938101662416735,0.04392570519282848,0.33956545403913835,0.08047517784359892
,,,0.3862779581529581,0.09239070391414142,0.4456073633156966,0.1291225749559083
,,,0.4755802430501223,0.10456783845338068,0.3716346937113067,0.038397730182004375
,,,0.4190196078431373,0.0172922502334267,0.4337681424983012,0.06488562877451769
,,,0.42345092718227045,0.0833785617367707,0.3788513210927005,0.09737460815047022
,,,0.4500836550836551,0.09221042471042476,0.47342406451995483,0.024434338492557675
,,,0.37061074890022255,0.03681882810172283,0.38934111523397247,-0.042626520305091745
,,,0.38927001496445945,0.06586232697343809,0.46909444585915155,0.07936918201624081
,,,0.42271730462519935,0.12713317384370018,0.38235917735917735,0.049896714896714885
,,,0.40555531505531517,0.07370125060125061,0.430710076960077,0.06146434583934585
,,,0.4113636363636364,0.02424242424242424,0.4402530062530063,0.094758177008177
,,,0.4120394653889799,0.11016517463119407,0.45521612226157676,0.14854715991079626
,,,0.4661697722567286,0.03982789855072464,0.4033549783549783,-0.03159702616224357
,,,0.28138528138528135,0.01218814080656186,0.4165674603174604,0.13000062003968255
,,,0.38396990740740744,0.012210648148148139,0.3287585034013606,0.059529478458049914
,,,0.4743154761904762,0.07831249999999998,0.4684131178898621,0.1705373502466526
,,,0.3682940516273849,0.07407407407407406,0.3706818181818182,0.18684343434343434
,,,0.2930454881036276,-0.0003066378066378132,0.49240859140859145,0.07794611561278231
,,,0.3979334157905587,0.03222582972582974,0.4358484848484849,0.13745454545454547
,,,0.45739730639730647,0.13979485329485328,0.4231770833333334,0.0796875
,,,0.4360061655516201,0.12731339367703,0.4422266139657444,0.10538537549407115
,,,0.3887602529049896,0.02044856459330143,0.48695006543843755,0.010633746098862393
,,,0.4497576208513707,0.054701591810966815,0.4135286685848483,0.024176678502521205
,,,0.33783170292910547,0.08748735031202566,0.4042741629862841,0.05874797761161396
,,,0.3926641742096288,0.03144903581267217,0.49919472502805834,0.22597314413981093
,,,0.41430627605326403,0.12380000521566785,0.33310178193899115,0.17450669485553205
,,,0.389409836867464,0.1112381380389855,0.4792986180486179,0.08089195526695525
,,,0.4308402346445826,-0.06251725327812284,0.4356351981351982,0.08368201243201244
,,,0.38571428571428573,0.13392857142857142,0.3457777176527176,0.1234638047138047
,,,0.4733072016685462,0.1386172650878533,0.4927919823232323,0.10714488636363638
,,,0.41321087498360226,0.10191968385150205,0.4242877492877494,0.06631054131054132
,,,0.42856931779804125,0.01737857296367935,0.45225649350649355,0.2278088924963925
,,,0.47981522896295614,0.15571141295573113,0.4330973528387321,0.07258294148380356
,,,0.44398089591567874,0.07062460003764351,0.37123827561327566,0.08165967712842713
,,,0.3469971827114684,0.03089526214526215,0.37763154371401797,0.06171386173963493
,,,0.3043188293188293,0.02507770007770008,0.4998695748695748,0.11182289932289934
,,,0.4427366255144033,0.06945473251028807,0.35440997274330605,0.023611645556089998
,,,0.28134744043834947,0.053551751279024,0.5072628886265248,0.07545700511609602
,,,0.3864754098360655,0.01571038251366121,0.46595835756283505,0.031229404923434775
,,,0.4585028860028859,0.12658597529921062,0.33925757575757587,-0.02357034632034633
,,,0.4379754389129386,0.09225465217652717,0.3747413548752835,0.15107709750566897
,,,0.41364230003470503,0.022565163387948214,0.3377603655603655,0.04228292448292448
,,,0.38848339160839157,0.08785511363636364,0.48479494451908256,0.12923641743792608
,,,0.3763478188478188,0.07923187923187923,0.4767909657150164,0.19887094270005654
,,,0.3976623376623376,0.032791478184736614,0.44983750741419476,0.04483876893386093
,,,0.48314583960305885,0.1546606052889476,0.4186620169953505,0.09035819960062384
,,,0.3175977985429205,0.05230242318656953,0.33166776180169044,0.010435348381776954
,,,0.20160920428777565,0.017507988043702325,0.42680405180405184,-0.0048701298701298605
,,,0.3945594231350044,0.18165395650860772,0.4103818338524224,0.09658823039705394
,,,0.449078714160236,0.041480644958905834,0.3113630089717046,-0.006475155279503104
,,,0.42053198176960543,0.08726701241552726,0.3638398812927115,0.04301914018895153
,,,0.4161750825278223,0.10360565043784221,0.29786291486291483,0.07367580567580569
,,,0.47656462585034026,0.11798665620094188,0.45369176021718377,0.08138234646709222
,,,0.484577367077367,0.09696285196285193,0.42882000400248577,0.052728668330858104
,,,0.4525634496222732,0.03291422629657923,0.3989234449760765,0.08744019138755982
,,,0.300251653108796,0.07453546453546454,0.3975698953823954,0.07014232102773771
,,,0.46944444444444444,0.10322611416361414,0.4464759994907054,0.03139483065953654
,,,0.2677364456531122,0.04744177890011223,0.3959921798631476,0.0058406647116324515
,,,0.4353324915824916,0.0427293771043771,0.29574560540469635,0.08677112029384756
,,,0.44546850998463905,0.12013248847926265,0.28854016354016354,0.03041821726032252
,,,0.35802556818181813,0.05854048295454544,0.4686280797391908,0.12446555502111059
,,,0.42569042964204246,0.013387271330819713,0.340957190957191,0.1744829244829245
,,,0.4208825812741473,0.056921191258540664,0.0,0.0
,,,0.4649222222222223,0.0008111111111111125,0.4090095762823035,0.09436704709431987
,,,0.3107297198792044,0.09372619791434227,0.49726010101010115,0.13773358585858583
,,,0.521127602556174,0.10524531024531024,0.3525766283524905,-0.008984674329501922
,,,0.23091397849462367,-0.03091397849462366,0.4457957728545964,0.06744928274340035
,,,0.41712337662337656,0.007335914085914086,0.43349206349206343,0.12246031746031749
,,,0.334688995215311,0.13912480063795854,0.3738371018329697,0.04190052830548698
,,,0.36396968339414404,0.05879478235593341,0.42876101439931225,0.10827960455620032
,,,0.400633349625285,0.010394265232974912,0.411638860515265,0.0744985975323054
,,,0.5342373312961548,0.1108209192768016,0.48414447505356595,0.015074992347719642
,,,0.3112373737373737,0.03961163357715081,0.4043157522749359,0.13376071207703863
,,,0.3908857967429395,0.05284925788497217,0.3021978021978021,0.033323575331772055
,,,0.3931762917933131,0.011458966565349548,0.41625603983558523,0.05948855437491801
,,,0.4702442047200112,-0.06993000279290602,0.3712226522075006,0.0942887934175813
,,,0.4585982271696557,0.12452043987758271,0.49870268620268615,0.020550976800976804
,,,0.3873049906068774,0.05785142530425549,0.39026497695852536,0.03112519201228879
,,,0.43284072249589495,0.18614532019704436,0.442739898989899,0.08370159932659932
,,,0.3969926974734669,0.09384539072039075,0.3622969959333595,0.07620064279155188
,,,0.42415776815776807,0.13866690716690716,0.4764240731833325,0.12011441576256389
,,,0.49007591673032835,0.11830078622358035,0.3034090909090908,0.0579744816586922
,,,0.47222222222222227,0.10277777777777779,0.45185675185675184,0.08732098732098732
,,,0.28528248587570615,0.04226594027441485,0.406534370554989,0.09352132975844316
,,,0.37563007120384173,0.015067892035105147,0.42351290684624016,0.04545053711720379
,,,0.3768280632411067,0.04219038208168643,0.2705826118326118,0.13802729677729675
,,,0.3784970238095238,0.06894132653061226,0.45123397843986074,-0.03196115567439097
,,,0.3690773324644291,1.7106549364619512e-05,0.48760683760683765,-0.10555555555555557
,,,0.24985970819304149,0.019556677890011226,0.41807021724452925,0.09115969657254061
,,,0.4493346379647748,0.19542311569708837,0.43618376928236086,0.060253185781354794
,,,0.4143194070080863,0.04788634321653191,0.5047281988326764,0.05557375460360532
,,,0.32624163715072807,0.06572674799947528,0.4184722412090833,0.044793119161540225
,,,0.4079398749398749,0.09875709475709475,0.4564553171696029,0.0436161501637692
,,,0.3320717223156247,0.07158650969626579,0.34650200227123296,0.015112665112665109
,,,0.34460565476190474,-0.021149553571428555,0.39377140272662664,0.046439878529430774
,,,0.4129652534414439,0.1334083465035846,0.31550662878787883,0.10087594696969698
,,,0.4232425859581031,0.061977222968602294,0.45486829271551493,0.01954649003260114
,,,0.34972451790633613,0.04281297826752373,0.3850266603315384,0.036791257522964846
,,,0.3989646464646465,0.08063582251082252,0.3643824110671936,0.07018610013175232
,,,0.4086227993279277,0.10021074604407935,0.36092516069788794,0.054219467401285575
,,,0.35424088661793574,0.0919676862299813,0.38840713030930435,0.029746690507560083
,,,0.4188902523548192,0.10555583961095771,0.43415955934612643,0.20658493248045487
,,,0.3828361742424242,0.11834753787878788,0.4312490634365635,0.18341283716283716
,,,0.45602786744405244,0.1393557999482855,0.4039779326364692,0.10129210220673637
,,,0.3634061726803662,0.01989984030306612,0.3893035113035113,0.04573285233285233
,,,0.3597337006427915,-0.003714088941361668,0.37918524871355064,0.13980274442538596
,,,0.3705629274107533,0.067403695338478,0.21043388429752066,-0.017286501377410467
,,,0.3941875653082549,0.0905694879832811,0.4645320391414141,0.004841382575757577
,,,0.39625749684343436,0.05039851641414141,0.5184205293351636,0.027875708302537557
,,,0.5052272727272727,-0.05693181818181818,0.2954545454545454,-0.028823953823953825
,,,0.4288429943550423,0.08475825379439837,0.4079918512859688,-0.035855105678635105
,,,0.4426713385624279,0.1286891903476062,0.3912968975468975,0.04251555735930735
,,,0.3959505772005772,0.006911590393733254,0.3274817136886103,-0.019657784743991637
,,,0.4286993309720582,0.09236849009576281,0.4161963330786859,0.13016560563619387
,,,0.3978633421594586,0.09807664018829064,0.3371840354767184,0.0745643279484743
,,,0.30725280010994294,0.006044572711239376,0.41056727994227993,0.05264835858585859
,,,0.43260334436805004,0.028762679314149903,0.4116509782207457,0.07744093761535623
,,,0.40516502231618523,0.06658872780965805,0.4193759071117562,-0.04040880503144653
,,,0.39738530626461643,0.05339279494451908,0.4457371855197943,0.19022115565593828
,,,0.348436549676219,0.07065400164573718,0.29979622479622475,-0.028383740883740884
,,,0.43106535947712404,0.09657189542483657,0.5006195887445889,0.16309191755214478
,,,0.34797327377114606,0.032703363421448535,0.37702476095333237,0.07990491651205936
,,,0.4379141779458234,0.10789700805523594,0.39703174603174596,0.08034920634920635
,,,0.5507575757575758,-0.05784090909090909,0.448053107606679,0.012318143166357445
,,,0.4196171883671883,0.0980738011988012,0.3246152575670648,0.05829039100123437
,,,0.3391407666407667,0.12277356902356902,0.5066378066378067,0.18167388167388165
