REAL NEWS,Subjectivity,Polarity
NEWSEXAMINER,0.4530285539376449,0.09296821024093754
NEWSEXAMINER,0.36720779220779215,-0.005512265512265498
NEWSEXAMINER,0.5175000000000001,0.057499999999999996
NEWSEXAMINER,0.4718465264893837,0.06018415446986875
NEWSEXAMINER,0.38170640834575265,0.0758604783194947
NEWSEXAMINER,0.37437976733751377,0.16160549153506903
NEWSEXAMINER,0.2602564102564103,-0.015384615384615385
NEWSEXAMINER,0.42005012531328323,0.18703007518796994
NEWSEXAMINER,0.4732165404040403,0.1209280303030303
NEWSEXAMINER,0.4850649350649351,0.11046657046657048
NEWSEXAMINER,0.4381010566494439,0.1406699483312387
NEWSEXAMINER,0.4061188811188811,-0.13822843822843825
NEWSEXAMINER,0.4343822843822843,0.13707750582750586
NEWSEXAMINER,0.4034004329004329,0.09856854256854257
NEWSEXAMINER,0.3986398071625344,0.11121937721369539
NEWSEXAMINER,0.36081380305518224,0.1533506244713141
NYTPOLITICAL,0.5210774051818826,0.1273186017962137
NYTPOLITICAL,0.2810848208108482,0.038062128130621285
NYTPOLITICAL,0.3115455576169862,0.057704596990311274
NYTPOLITICAL,0.48701298701298706,0.13441558441558443
NYTPOLITICAL,0.3521574875741542,0.08395412457912457
NYTPOLITICAL,0.44165857331074715,0.12058018068887633
NYTPOLITICAL,0.23401875901875901,0.11113816738816738
NYTPOLITICAL,0.3765034965034965,0.14202797202797204
NYTPOLITICAL,0.40022893772893775,0.09604978354978358
NYTPOLITICAL,0.35638568459081277,0.1074354657687991
NYTPOLITICAL,0.456106626106626,0.12492390117390122
NYTPOLITICAL,0.3741075937950937,0.1156867784992785
NYTPOLITICAL,0.32567949554250925,0.09394433572515763
NYTPOLITICAL,0.3751004159239454,0.12938175876411168
NYTPOLITICAL,0.32596660585791015,0.04932635299483125
NYTPOLITICAL,0.3867424242424242,-0.010037878787878778
NYTPOLITICAL,0.34107320540156366,0.04277540867093105
NYTPOLITICAL,0.4661792615596963,0.09062068668046928
NYTPOLITICAL,0.4875267829813285,0.08189798417071144
NYTPOLITICAL,0.4462507685551164,0.056085858585858586
NYTPOLITICAL,0.4192460317460318,0.10121527777777777
NYTPOLITICAL,0.4332012888177271,0.08850081045286526
NYTPOLITICAL,0.37317370129870125,0.10131222943722942
NYTPOLITICAL,0.537976402682285,0.2087306892453951
NYTPOLITICAL,0.3878625287075989,0.08489553482511229
NYTPOLITICAL,0.42481532073368794,0.051670863150455014
NYTPOLITICAL,0.38260909090909084,0.11585050505050504
NYTPOLITICAL,0.37245431846555443,0.07974706940999075
NYTPOLITICAL,0.4565275318116227,0.016545938278892832
NYTPOLITICAL,0.44891943781841764,0.14552930618134696
NYTPOLITICAL,0.4436935347261435,0.0763869282891022
NYTPOLITICAL,0.4496311200536552,0.019463447350771306
NYTPOLITICAL,0.35798298424197705,0.0350196965304879
NYTPOLITICAL,0.3849901324166028,0.10756461675579325
NYTPOLITICAL,0.26862756496377177,0.021512072697417516
NYTPOLITICAL,0.4018087026609755,0.15888028007346186
NYTPOLITICAL,0.3483680555555555,0.09086185515873015
NYTPOLITICAL,0.39874958374958375,0.10645877378435517
NYTPOLITICAL,0.44447849025974034,0.03514339826839827
NYTPOLITICAL,0.39386030636030633,0.12193327505827505
NYTPOLITICAL,0.39741105248917763,0.03232041396103896
NYTPOLITICAL,0.42163471449185724,0.04098455399475809
NYTPOLITICAL,0.3659245516388373,-0.004066171923314786
NYTPOLITICAL,0.48643076025098514,0.10542013230215476
NYTPOLITICAL,0.46267817548305357,0.1053888184985746
NYTPOLITICAL,0.29811303511303505,0.049793169793169806
NYTPOLITICAL,0.3542486722899093,0.06581927522649174
NYTPOLITICAL,0.48598579782790313,-0.014306599832915627
NYTPOLITICAL,0.34230983302411866,0.054718271146842586
NYTPOLITICAL,0.4045029375386517,0.041178687384044524
NYTPOLITICAL,0.5365903427516332,0.07997671026703286
NYTPOLITICAL,0.37820006790595023,0.06544917500799859
NYTPOLITICAL,0.3850490196078431,0.03662544563279858
NYTPOLITICAL,0.37819426406926404,0.01612554112554113
NYTPOLITICAL,0.3255658143939394,0.10326349431818178
NYTPOLITICAL,0.3119881741634987,-0.04500904939216627
NYTPOLITICAL,0.3717656153370439,0.07993011750154608
NYTPOLITICAL,0.4573256711989106,0.08942976038046462
NYTPOLITICAL,0.43731926803355375,0.049286745001030696
NYTPOLITICAL,0.4058180462876595,0.046307590506485544
NYTPOLITICAL,0.4619937823614293,0.11220653223410577
NYTPOLITICAL,0.3084469696969697,-0.028674242424242425
NYTPOLITICAL,0.44508731381612726,0.11861921270819574
NYTPOLITICAL,0.32878930750217883,0.10146800394325146
NYTPOLITICAL,0.3481347084288262,0.10804685510567866
NYTPOLITICAL,0.4104090007215008,0.025433601891935227
NYTPOLITICAL,0.3817147667147666,-0.007471139971139958
NYTPOLITICAL,0.38365991851285963,0.14937738731856381
NYTPOLITICAL,0.3985127967270824,0.1351453705025134
NYTPOLITICAL,0.3960714285714286,-0.021256157635467985
NYTPOLITICAL,0.4095467277820218,0.12956709956709953
NYTPOLITICAL,0.42851422387136673,0.08063079777365494
NYTPOLITICAL,0.42463768115942035,0.05719461697722565
NYTPOLITICAL,0.4053280423280423,0.041735449735449744
NYTPOLITICAL,0.36810149585378954,0.026121238598302822
NYTPOLITICAL,0.3773831288087487,0.03210222055263378
NYTPOLITICAL,0.34353146853146854,0.02149864024864024
NYTPOLITICAL,0.4770466906830542,0.15484963269054178
NYTPOLITICAL,0.40562072336265886,0.07794069729553602
NYTPOLITICAL,0.31531260268884015,0.027038775306102027
NYTPOLITICAL,0.3416198282591725,0.08219945355191259
NYTPOLITICAL,0.4872877422877423,0.200775662025662
NYTPOLITICAL,0.40470006184291896,0.05061069882498455
NYTPOLITICAL,0.44044261531441026,0.08612581862581863
NYTPOLITICAL,0.4132965263400047,0.0941482631700023
NYTPOLITICAL,0.4128652011768894,0.08763249376885741
NYTPOLITICAL,0.44313817902527575,0.09238714914118144
NYTPOLITICAL,0.30329903147699755,0.007778450363196121
NYTPOLITICAL,0.4174775805589759,0.061037315397780526
NYTPOLITICAL,0.3793734968734968,0.10211760461760461
NYTPOLITICAL,0.5030379475022329,0.07391525802240088
NYTPOLITICAL,0.40335358830771667,0.07786736963342468
NYTPOLITICAL,0.44651187872837356,0.11382101575400536
NYTPOLITICAL,0.3009009009009009,0.024324324324324322
NYTPOLITICAL,0.32115514905149056,0.023749032133178482
NYTPOLITICAL,0.4087663989954066,0.030381101087207967
NYTPOLITICAL,0.34752886002886013,-0.08945165945165948
NYTPOLITICAL,0.49585616719139464,0.1167857552800735
NYTPOLITICAL,0.2939361702127659,0.008634751773049643
NYTPOLITICAL,0.35055781697572735,0.07728591889039652
NYTPOLITICAL,0.389354108600684,0.15892750894463223
NYTPOLITICAL,0.4315346727645114,0.03349377996555417
NYTPOLITICAL,0.4389455782312925,-0.03494897959183673
NYTPOLITICAL,0.4420505050505049,0.06344372294372294
NYTPOLITICAL,0.38492965367965376,0.1517493574134199
NYTPOLITICAL,0.32584848484848483,0.12578787878787878
NYTPOLITICAL,0.4156183368869937,0.04801291163231459
NYTPOLITICAL,0.33119960912929675,0.09207440851972103
NYTPOLITICAL,0.4432173778602351,0.13793249550902606
NYTPOLITICAL,0.4213029100529099,0.09518298059964728
NYTPOLITICAL,0.41233237547892715,0.019204980842911862
NYTPOLITICAL,0.3871360544217686,0.09874149659863947
NYTPOLITICAL,0.4304178814382896,0.13006559766763848
NYTPOLITICAL,0.4402023003964752,0.10323677131929562
NYTPOLITICAL,0.3465984015984016,0.04406468531468532
NYTPOLITICAL,0.4414420566206281,0.09872277193705768
NYTPOLITICAL,0.38198942407803166,0.0557722340950189
NYTPOLITICAL,0.3355185185185185,0.02522222222222222
NYTPOLITICAL,0.44519594440647065,0.02002369560264298
NYTPOLITICAL,0.30351269706409895,0.08317612034901754
NYTPOLITICAL,0.38263663419913435,0.05638302669552671
NYTPOLITICAL,0.4144082633053221,0.08173382989559459
NYTPOLITICAL,0.22383838383838384,0.04770053475935829
NYTPOLITICAL,0.3845337612578991,0.10624844504154848
NYTPOLITICAL,0.4443898919508675,0.06407674304015769
NYTPOLITICAL,0.3469953818791028,0.10929308740355255
NYTPOLITICAL,0.3148779085497836,0.013104369588744587
NYTPOLITICAL,0.2689019518493202,0.09343073593073592
NYTPOLITICAL,0.4405872339466089,0.1580963090728716
NYTPOLITICAL,0.3930595638928972,0.0836960878627545
NYTPOLITICAL,0.3764257077401407,0.060055637375224985
NYTPOLITICAL,0.3184337797619048,0.13197544642857142
NYTPOLITICAL,0.4490925058548008,0.096692037470726
NYTPOLITICAL,0.44777585765488986,0.09571492575524833
NYTPOLITICAL,0.3778321480107194,0.001594258915687488
NYTPOLITICAL,0.44524596615505707,0.14700200052472778
NYTPOLITICAL,0.5761904761904763,0.11071428571428574
NYTPOLITICAL,0.27557870370370363,0.05682043650793649
NYTPOLITICAL,0.4765323691460056,0.1832128099173554
NYTPOLITICAL,0.3681944444444443,0.048888888888888905
NYTPOLITICAL,0.4217242851045669,0.09149213462593743
NYTPOLITICAL,0.4443548387096773,0.07479838709677418
NYTPOLITICAL,0.40795023213501497,0.0841505113244244
NYTPOLITICAL,0.3786299286299286,0.06893646893646893
NYTPOLITICAL,0.4452492734182874,0.06983568075117369
NYTPOLITICAL,0.4913860830527497,0.12908249158249158
NYTPOLITICAL,0.37754724949846913,0.08885215394361735
NYTPOLITICAL,0.36694209956709944,0.04512973484848485
NYTPOLITICAL,0.332634078884079,0.0024945887445887455
NYTPOLITICAL,0.37718897454746503,0.08148278608184271
NYTPOLITICAL,0.39663139329805974,0.06877384960718293
NYTPOLITICAL,0.5824046920821114,0.09794721407624633
NYTPOLITICAL,0.416217627401838,0.15517961570593145
NYTPOLITICAL,0.394858323494687,0.05944018103109011
NYTPOLITICAL,0.42050092764378466,0.05125231910946196
NYTPOLITICAL,0.4271340388007058,0.06328924162257496
NYTPOLITICAL,0.3932765151515151,0.10499064303751805
NYTPOLITICAL,0.432125,-0.02729166666666667
NYTPOLITICAL,0.4225074794315633,0.12082086761406133
NYTPOLITICAL,0.41263167388167393,0.018970057720057717
NYTPOLITICAL,0.25280612244897954,-0.01779336734693877
NYTPOLITICAL,0.317270479975398,0.011680623565869469
NYTPOLITICAL,0.43275959595959584,-0.06703989898989898
NYTPOLITICAL,0.3967933947772657,0.12723694316436254
NYTPOLITICAL,0.3751488960050603,0.04258223131510803
NYTPOLITICAL,0.4556937366431036,0.1265520028494712
NYTPOLITICAL,0.3998822046898969,0.03823005698005698
NYTPOLITICAL,0.33130155101308945,0.10203962703962707
NYTPOLITICAL,0.3589204287775716,0.09960152545866831
NYTPOLITICAL,0.4073605371900826,0.06378824773711135
NYTPOLITICAL,0.34092261904761906,0.032131410256410246
NYTPOLITICAL,0.4705808080808081,0.1184659090909091
NYTPOLITICAL,0.41138306138306147,0.002376708259061201
NYTPOLITICAL,0.496663492063492,0.09693174603174604
NYTPOLITICAL,0.37963246324632466,0.03067356735673567
NYTPOLITICAL,0.42004659182625287,0.0010426296866974834
NYTPOLITICAL,0.34956539074960125,0.04544856459330143
NYTPOLITICAL,0.4217765687765686,0.07548314223314223
NYTPOLITICAL,0.3892035537322421,0.0682210207824962
NYTPOLITICAL,0.4376488587170406,0.08715190869736328
NYTPOLITICAL,0.4559469696969697,-0.02818181818181818
NYTPOLITICAL,0.425930550930551,0.09029697154697156
NYTPOLITICAL,0.427854872400327,0.017900168013804375
NYTPOLITICAL,0.43149131027702453,0.0646082251082251
NYTPOLITICAL,0.5033264539078494,0.14337519715426691
NYTPOLITICAL,0.5240857555143269,0.1273345701917131
NYTPOLITICAL,0.33942288089077083,0.05468968085940564
NYTPOLITICAL,0.3397849462365591,-0.1100806451612903
NYTPOLITICAL,0.4929898989898988,0.1574513788680455
NYTPOLITICAL,0.36016139657444,0.015504423113118764
NYTPOLITICAL,0.4531186640363854,0.0557459769485086
NYTPOLITICAL,0.44817749867091977,0.055109838991417935
NYTPOLITICAL,0.3948728354978354,0.1699945887445887
NYTPOLITICAL,0.38672135007849284,0.07493027210884352
NYTPOLITICAL,0.3170142988324805,0.020274170274170278
NYTPOLITICAL,0.4293021346469621,0.10802339901477832
NYTPOLITICAL,0.39178622964337245,0.07656307977736547
NYTPOLITICAL,0.4452283607045511,0.05962733915114867
NYTPOLITICAL,0.3867080165399494,0.06552542229012819
NYTPOLITICAL,0.41242135315664735,0.08752046972635208
NYTPOLITICAL,0.4338410364145659,0.10557677616501143
NYTPOLITICAL,0.39783783783783777,0.09405405405405405
NYTPOLITICAL,0.42406166932482725,0.1153504974557606
NYTPOLITICAL,0.3720966923701299,0.12473856872294373
NYTPOLITICAL,0.3923872875092386,0.025813008130081295
NYTPOLITICAL,0.4083935053661615,0.030885022095959603
NYTPOLITICAL,0.38172911656244984,0.11170418470418468
NYTPOLITICAL,0.37641500544909623,-0.018576101928374666
NYTPOLITICAL,0.38938101662416735,0.04392570519282848
NYTPOLITICAL,0.3862779581529581,0.09239070391414142
NYTPOLITICAL,0.4755802430501223,0.10456783845338068
NYTPOLITICAL,0.4190196078431373,0.0172922502334267
NYTPOLITICAL,0.42345092718227045,0.0833785617367707
NYTPOLITICAL,0.4500836550836551,0.09221042471042476
NYTPOLITICAL,0.37061074890022255,0.03681882810172283
NYTPOLITICAL,0.38927001496445945,0.06586232697343809
NYTPOLITICAL,0.42271730462519935,0.12713317384370018
NYTPOLITICAL,0.40555531505531517,0.07370125060125061
NYTPOLITICAL,0.4113636363636364,0.02424242424242424
NYTPOLITICAL,0.4120394653889799,0.11016517463119407
NYTPOLITICAL,0.4661697722567286,0.03982789855072464
NYTPOLITICAL,0.28138528138528135,0.01218814080656186
NYTPOLITICAL,0.38396990740740744,0.012210648148148139
NYTPOLITICAL,0.4743154761904762,0.07831249999999998
NYTPOLITICAL,0.3682940516273849,0.07407407407407406
NYTPOLITICAL,0.2930454881036276,-0.0003066378066378132
NYTPOLITICAL,0.3979334157905587,0.03222582972582974
NYTPOLITICAL,0.45739730639730647,0.13979485329485328
NYTPOLITICAL,0.4360061655516201,0.12731339367703
NYTPOLITICAL,0.3887602529049896,0.02044856459330143
NYTPOLITICAL,0.4497576208513707,0.054701591810966815
NYTPOLITICAL,0.33783170292910547,0.08748735031202566
NYTPOLITICAL,0.3926641742096288,0.03144903581267217
NYTPOLITICAL,0.41430627605326403,0.12380000521566785
NYTPOLITICAL,0.389409836867464,0.1112381380389855
NYTPOLITICAL,0.4308402346445826,-0.06251725327812284
NYTPOLITICAL,0.38571428571428573,0.13392857142857142
NYTPOLITICAL,0.4733072016685462,0.1386172650878533
NYTPOLITICAL,0.41321087498360226,0.10191968385150205
NYTPOLITICAL,0.42856931779804125,0.01737857296367935
NYTPOLITICAL,0.47981522896295614,0.15571141295573113
NYTPOLITICAL,0.44398089591567874,0.07062460003764351
NYTPOLITICAL,0.3469971827114684,0.03089526214526215
NYTPOLITICAL,0.3043188293188293,0.02507770007770008
NYTPOLITICAL,0.4427366255144033,0.06945473251028807
NYTPOLITICAL,0.28134744043834947,0.053551751279024
NYTPOLITICAL,0.3864754098360655,0.01571038251366121
NYTPOLITICAL,0.4585028860028859,0.12658597529921062
NYTPOLITICAL,0.4379754389129386,0.09225465217652717
NYTPOLITICAL,0.41364230003470503,0.022565163387948214
NYTPOLITICAL,0.38848339160839157,0.08785511363636364
NYTPOLITICAL,0.3763478188478188,0.07923187923187923
NYTPOLITICAL,0.3976623376623376,0.032791478184736614
NYTPOLITICAL,0.48314583960305885,0.1546606052889476
NYTPOLITICAL,0.3175977985429205,0.05230242318656953
NYTPOLITICAL,0.20160920428777565,0.017507988043702325
NYTPOLITICAL,0.3945594231350044,0.18165395650860772
NYTPOLITICAL,0.449078714160236,0.041480644958905834
NYTPOLITICAL,0.42053198176960543,0.08726701241552726
NYTPOLITICAL,0.4161750825278223,0.10360565043784221
NYTPOLITICAL,0.47656462585034026,0.11798665620094188
NYTPOLITICAL,0.484577367077367,0.09696285196285193
NYTPOLITICAL,0.4525634496222732,0.03291422629657923
NYTPOLITICAL,0.300251653108796,0.07453546453546454
NYTPOLITICAL,0.46944444444444444,0.10322611416361414
NYTPOLITICAL,0.2677364456531122,0.04744177890011223
NYTPOLITICAL,0.4353324915824916,0.0427293771043771
NYTPOLITICAL,0.44546850998463905,0.12013248847926265
NYTPOLITICAL,0.35802556818181813,0.05854048295454544
NYTPOLITICAL,0.42569042964204246,0.013387271330819713
NYTPOLITICAL,0.4208825812741473,0.056921191258540664
NYTPOLITICAL,0.4649222222222223,0.0008111111111111125
NYTPOLITICAL,0.3107297198792044,0.09372619791434227
NYTPOLITICAL,0.521127602556174,0.10524531024531024
NYTPOLITICAL,0.23091397849462367,-0.03091397849462366
NYTPOLITICAL,0.41712337662337656,0.007335914085914086
NYTPOLITICAL,0.334688995215311,0.13912480063795854
NYTPOLITICAL,0.36396968339414404,0.05879478235593341
NYTPOLITICAL,0.400633349625285,0.010394265232974912
NYTPOLITICAL,0.5342373312961548,0.1108209192768016
NYTPOLITICAL,0.3112373737373737,0.03961163357715081
NYTPOLITICAL,0.3908857967429395,0.05284925788497217
NYTPOLITICAL,0.3931762917933131,0.011458966565349548
NYTPOLITICAL,0.4702442047200112,-0.06993000279290602
NYTPOLITICAL,0.4585982271696557,0.12452043987758271
NYTPOLITICAL,0.3873049906068774,0.05785142530425549
NYTPOLITICAL,0.43284072249589495,0.18614532019704436
NYTPOLITICAL,0.3969926974734669,0.09384539072039075
NYTPOLITICAL,0.42415776815776807,0.13866690716690716
NYTPOLITICAL,0.49007591673032835,0.11830078622358035
NYTPOLITICAL,0.47222222222222227,0.10277777777777779
NYTPOLITICAL,0.28528248587570615,0.04226594027441485
NYTPOLITICAL,0.37563007120384173,0.015067892035105147
NYTPOLITICAL,0.3768280632411067,0.04219038208168643
NYTPOLITICAL,0.3784970238095238,0.06894132653061226
NYTPOLITICAL,0.3690773324644291,1.7106549364619512e-05
NYTPOLITICAL,0.24985970819304149,0.019556677890011226
NYTPOLITICAL,0.4493346379647748,0.19542311569708837
NYTPOLITICAL,0.4143194070080863,0.04788634321653191
NYTPOLITICAL,0.32624163715072807,0.06572674799947528
NYTPOLITICAL,0.4079398749398749,0.09875709475709475
NYTPOLITICAL,0.3320717223156247,0.07158650969626579
NYTPOLITICAL,0.34460565476190474,-0.021149553571428555
NYTPOLITICAL,0.4129652534414439,0.1334083465035846
NYTPOLITICAL,0.4232425859581031,0.061977222968602294
NYTPOLITICAL,0.34972451790633613,0.04281297826752373
NYTPOLITICAL,0.3989646464646465,0.08063582251082252
NYTPOLITICAL,0.4086227993279277,0.10021074604407935
NYTPOLITICAL,0.35424088661793574,0.0919676862299813
NYTPOLITICAL,0.4188902523548192,0.10555583961095771
NYTPOLITICAL,0.3828361742424242,0.11834753787878788
NYTPOLITICAL,0.45602786744405244,0.1393557999482855
NYTPOLITICAL,0.3634061726803662,0.01989984030306612
NYTPOLITICAL,0.3597337006427915,-0.003714088941361668
NYTPOLITICAL,0.3705629274107533,0.067403695338478
NYTPOLITICAL,0.3941875653082549,0.0905694879832811
NYTPOLITICAL,0.39625749684343436,0.05039851641414141
NYTPOLITICAL,0.5052272727272727,-0.05693181818181818
NYTPOLITICAL,0.4288429943550423,0.08475825379439837
NYTPOLITICAL,0.4426713385624279,0.1286891903476062
NYTPOLITICAL,0.3959505772005772,0.006911590393733254
NYTPOLITICAL,0.4286993309720582,0.09236849009576281
NYTPOLITICAL,0.3978633421594586,0.09807664018829064
NYTPOLITICAL,0.30725280010994294,0.006044572711239376
NYTPOLITICAL,0.43260334436805004,0.028762679314149903
NYTPOLITICAL,0.40516502231618523,0.06658872780965805
NYTPOLITICAL,0.39738530626461643,0.05339279494451908
NYTPOLITICAL,0.348436549676219,0.07065400164573718
NYTPOLITICAL,0.43106535947712404,0.09657189542483657
NYTPOLITICAL,0.34797327377114606,0.032703363421448535
NYTPOLITICAL,0.4379141779458234,0.10789700805523594
NYTPOLITICAL,0.5507575757575758,-0.05784090909090909
NYTPOLITICAL,0.4196171883671883,0.0980738011988012
NYTPOLITICAL,0.3391407666407667,0.12277356902356902
NYTPOLITICAL,0.4400851836335707,0.11440266722524789
NYTPOLITICAL,0.3628936855903149,0.033545264036837066
NYTPOLITICAL,0.41709409364581773,0.10742324725083349
NYTPOLITICAL,0.4973636491335606,0.139022621920852
NYTPOLITICAL,0.4558503401360544,0.06453514739229024
NYTPOLITICAL,0.39074420677361843,0.056915839062897884
NYTPOLITICAL,0.4330922865013774,0.026480716253443528
NYTPOLITICAL,0.32679317210567216,0.10348800505050505
NYTPOLITICAL,0.4030067155067154,0.04052579365079363
NYTPOLITICAL,0.5362103174603174,0.17752976190476188
NYTPOLITICAL,0.5065282072424929,0.08759121830550404
NYTPOLITICAL,0.47176308539944894,0.04077134986225894
NYTPOLITICAL,0.4791271791271791,0.09839709839709838
NYTPOLITICAL,0.27651515151515155,0.07148760330578513
NYTPOLITICAL,0.47448020233734517,0.05664938236366808
NYTPOLITICAL,0.34714491857349,0.06793788222359652
NYTPOLITICAL,0.4364254983699428,0.1267640692640693
NYTPOLITICAL,0.41184981684981686,0.08400183150183152
NYTPOLITICAL,0.4955761316872429,0.0034979423868312693
NYTPOLITICAL,0.366339358839359,0.06172194922194921
NYTPOLITICAL,0.3645665867184855,0.06108092329611318
NYTPOLITICAL,0.4435542685542684,0.034506503256503264
NYTPOLITICAL,0.40784483490365847,0.12561115355233
NYTPOLITICAL,0.26427298192004073,0.09790234275528394
NYTPOLITICAL,0.27345872518286307,0.07358934169278995
NYTPOLITICAL,0.38710317460317456,0.07092231842231841
NYTPOLITICAL,0.4433891653517822,0.11695088400695879
NYTPOLITICAL,0.47623652942801864,0.07377268121948972
NYTPOLITICAL,0.4729690522243714,0.1016602192134107
NYTPOLITICAL,0.3989117364117364,-0.01250811688311689
NYTPOLITICAL,0.33441558441558444,-0.003679653679653677
NYTPOLITICAL,0.4458679258336792,0.08912214117693569
NYTPOLITICAL,0.3679448252364919,0.07012110189193521
NYTPOLITICAL,0.4404982363315697,0.06032848324514991
NYTPOLITICAL,0.3998675948675949,0.19719901719901722
NYTPOLITICAL,0.3592718332392245,0.07533796819122908
NYTPOLITICAL,0.47272477522477513,0.07306422743922744
NYTPOLITICAL,0.494419928936058,0.09611095594966562
NYTPOLITICAL,0.36762777023971055,0.05694255992763454
NYTPOLITICAL,0.4013205361889572,0.10458841231867547
NYTPOLITICAL,0.37005208333333334,0.07759176587301585
NYTPOLITICAL,0.4259317051108095,0.08886533242876525
NYTPOLITICAL,0.3636104430548875,0.095187189353856
NYTPOLITICAL,0.5044282106782106,0.06008342352092352
NYTPOLITICAL,0.40091182763596556,0.07238082798427627
NYTPOLITICAL,0.4109578692912028,0.06099517766184433
NYTPOLITICAL,0.3338047138047138,0.14506734006734007
NYTPOLITICAL,0.3175,-0.004999999999999998
NYTPOLITICAL,0.41851308471143184,0.1164866492552443
NYTPOLITICAL,0.3633984755463628,0.056607828790927385
NYTPOLITICAL,0.37369648869648864,0.037253787878787886
NYTPOLITICAL,0.4823232323232322,0.17879268225735612
NYTPOLITICAL,0.4050698716488189,0.05849984810511125
NYTPOLITICAL,0.38032301032301025,0.17138528138528134
NYTPOLITICAL,0.39949391004475754,0.12355620368332229
NYTPOLITICAL,0.3311838624338624,0.08811177248677247
NYTPOLITICAL,0.3893414208530486,0.10328249270109738
NYTPOLITICAL,0.4735507246376812,0.02916666666666667
NYTPOLITICAL,0.40963203463203457,0.12381222943722943
NYTPOLITICAL,0.4948348929409537,0.18781374349556168
NYTPOLITICAL,0.35618892776427025,0.08066345121139643
NYTPOLITICAL,0.3664236767960172,0.06936579968494863
NYTPOLITICAL,0.3003277972027972,-0.031512237762237764
NYTPOLITICAL,0.4713369053532988,0.029135914176897777
NYTPOLITICAL,0.38921599623846825,0.0662493717268998
NYTPOLITICAL,0.37724252491694354,0.02106866002214839
NYTPOLITICAL,0.34861111111111115,-0.01185897435897436
NYTPOLITICAL,0.40798536166493915,0.04676434871857408
NYTPOLITICAL,0.28068520021645016,0.06279931006493507
NYTPOLITICAL,0.34023039107784875,0.023184936532394167
NYTPOLITICAL,0.43579627443263796,0.08925619834710743
NYTPOLITICAL,0.3759734998797497,0.06647351491101491
NYTPOLITICAL,0.25959322728553497,0.010448269679038913
NYTPOLITICAL,0.22878787878787873,0.012556116722783398
NYTPOLITICAL,0.29968434343434347,0.04834280303030303
NYTPOLITICAL,0.3730240475722403,0.0955723326205254
NYTPOLITICAL,0.4060308441558441,0.08681818181818182
NYTPOLITICAL,0.4218570545101156,0.07550026504108137
NYTPOLITICAL,0.4795064346084754,0.029861000677327203
NYTPOLITICAL,0.3124357506588911,0.01197124730182581
NYTPOLITICAL,0.3727483164983166,0.09261166351010101
NYTPOLITICAL,0.4578681552365762,0.015065124933545978
NYTPOLITICAL,0.47258156340187574,0.08203012265512265
NYTPOLITICAL,0.39383245285787666,0.13890013940861398
NYTPOLITICAL,0.49181998556998546,0.16675234487734483
NYTPOLITICAL,0.3485815602836879,0.1478014184397163
NYTPOLITICAL,0.4621797145291122,0.035811210208800584
NYTPOLITICAL,0.4119795932295933,0.09727121602121602
NYTPOLITICAL,0.4521184214846185,0.10563913785744775
NYTPOLITICAL,0.4130789184360613,0.09754861540575824
NYTPOLITICAL,0.4065545157456921,0.06125965537730242
NYTPOLITICAL,0.46852378720935417,0.09662549649663052
NYTPOLITICAL,0.384608013868218,0.037737718630575776
NYTPOLITICAL,0.29155540366066673,0.025281575149996207
NYTPOLITICAL,0.4125,0.05265151515151516
NYTPOLITICAL,0.42330447330447335,0.1181204906204906
NYTPOLITICAL,0.4378823953823954,0.10263588263588264
